task_type,input_size_total_bytes,peak_mem_bytes
SeismogramSynthesis,5156687,5159660018
PeakValCalcOkaya,0,3125500
SeismogramSynthesis,2287917,2289038079
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2367515,2368675082
PeakValCalcOkaya,0,3075771
SeismogramSynthesis,2568789,2725892593
PeakValCalcOkaya,0,3096435
SeismogramSynthesis,2527621,2528859534
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3444752,3475988859
PeakValCalcOkaya,0,3085454
SeismogramSynthesis,5423123,5303356914
PeakValCalcOkaya,0,3112929
SeismogramSynthesis,2217163,2218249409
PeakValCalcOkaya,0,3121970
SeismogramSynthesis,3727473,3692883206
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3773684,3808200432
PeakValCalcOkaya,0,3102488
SeismogramSynthesis,2010564,2107874029
PeakValCalcOkaya,0,3108304
SeismogramSynthesis,1947375,2070339051
PeakValCalcOkaya,0,3101421
SeismogramSynthesis,2974303,3041056016
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2243437,2185966710
PeakValCalcOkaya,0,3093358
SeismogramSynthesis,2527495,2414855340
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,5402900,5503972000
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2409147,2458366367
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2406654,2552133814
PeakValCalcOkaya,0,3079685
SeismogramSynthesis,5402330,5404977141
PeakValCalcOkaya,0,3133387
SeismogramSynthesis,2582693,2652395592
PeakValCalcOkaya,0,3132874
SeismogramSynthesis,2293981,2294337573
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4262880,4396285617
PeakValCalcOkaya,0,3112603
SeismogramSynthesis,4235254,4105178910
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,1999461,1854993061
PeakValCalcOkaya,0,3096034
SeismogramSynthesis,2620295,2559577706
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4336733,4338857999
PeakValCalcOkaya,0,3085891
SeismogramSynthesis,2449391,2450591201
PeakValCalcOkaya,0,3144208
SeismogramSynthesis,2263933,2370352357
PeakValCalcOkaya,0,3114183
SeismogramSynthesis,5303768,5306366846
PeakValCalcOkaya,0,3095643
SeismogramSynthesis,3927014,3982846940
PeakValCalcOkaya,0,3108698
SeismogramSynthesis,3820483,3865462734
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4665067,4592949027
PeakValCalcOkaya,0,3075418
SeismogramSynthesis,3256714,3258309789
PeakValCalcOkaya,0,3119970
SeismogramSynthesis,2220846,2359026708
PeakValCalcOkaya,0,3125789
SeismogramSynthesis,3466239,3454404753
PeakValCalcOkaya,0,3080908
SeismogramSynthesis,4680855,4567708535
PeakValCalcOkaya,0,3082286
SeismogramSynthesis,4555932,4507723948
PeakValCalcOkaya,0,3122598
SeismogramSynthesis,5135593,5138109440
PeakValCalcOkaya,0,3134821
SeismogramSynthesis,3289561,3451881713
PeakValCalcOkaya,0,3108646
SeismogramSynthesis,3722241,3724064898
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4889030,4845178455
PeakValCalcOkaya,0,3106262
ExtractSGT,39891991392,20640000
SeismogramSynthesis,5227228,5170546190
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2578630,2579893528
PeakValCalcOkaya,0,3131407
SeismogramSynthesis,2317325,2318460489
PeakValCalcOkaya,0,3144253
SeismogramSynthesis,4557028,4578348869
PeakValCalcOkaya,0,3085234
SeismogramSynthesis,5316507,5378315800
PeakValCalcOkaya,0,3078948
SeismogramSynthesis,3779766,3834470135
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2127101,2152267300
PeakValCalcOkaya,0,3075462
SeismogramSynthesis,3523458,3525184494
PeakValCalcOkaya,0,3111257
SeismogramSynthesis,2191933,2103948855
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3324024,3373977555
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3037147,3050848748
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4503571,4505418915
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4362544,4395726229
PeakValCalcOkaya,0,3094804
SeismogramSynthesis,3656197,3636412927
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4467868,4561566414
PeakValCalcOkaya,0,3115992
SeismogramSynthesis,3955722,3895596623
PeakValCalcOkaya,0,3133549
SeismogramSynthesis,2748612,2778871483
PeakValCalcOkaya,0,3094290
SeismogramSynthesis,2172625,2173689586
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,5328317,5330927875
PeakValCalcOkaya,0,3089170
SeismogramSynthesis,4307517,4246357829
PeakValCalcOkaya,0,3113566
SeismogramSynthesis,4563670,4511872941
PeakValCalcOkaya,0,3109982
SeismogramSynthesis,4968427,4891554872
PeakValCalcOkaya,0,3088070
SeismogramSynthesis,3278809,3289825913
PeakValCalcOkaya,0,3107628
SeismogramSynthesis,4367399,4232643191
PeakValCalcOkaya,0,3083057
SeismogramSynthesis,4597485,4599737767
PeakValCalcOkaya,0,3093357
SeismogramSynthesis,3317896,3319521769
PeakValCalcOkaya,0,3138356
SeismogramSynthesis,3776890,3778740676
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2122337,2234853108
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,5231130,5233693253
PeakValCalcOkaya,0,3076564
SeismogramSynthesis,5338036,5421320339
PeakValCalcOkaya,0,3078359
SeismogramSynthesis,3203252,3204821593
PeakValCalcOkaya,0,3137542
SeismogramSynthesis,4637874,4640146558
PeakValCalcOkaya,0,3128647
SeismogramSynthesis,5067230,5069712942
PeakValCalcOkaya,0,3079952
SeismogramSynthesis,3595146,3727323962
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3713925,3715744823
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3254536,3279695390
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3838761,3798295200
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3247254,3248845154
PeakValCalcOkaya,0,3083523
SeismogramSynthesis,3810760,3846497841
PeakValCalcOkaya,0,3091764
SeismogramSynthesis,3991904,3993860032
PeakValCalcOkaya,0,3118277
SeismogramSynthesis,2975182,2887349673
PeakValCalcOkaya,0,3133691
SeismogramSynthesis,3231038,3232621208
PeakValCalcOkaya,0,3141900
SeismogramSynthesis,5123048,5125558293
PeakValCalcOkaya,0,3109312
SeismogramSynthesis,2350797,2351948890
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2177817,2312455121
PeakValCalcOkaya,0,3106193
SeismogramSynthesis,1957329,2006080903
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3084618,3193324334
PeakValCalcOkaya,0,3094380
ExtractSGT,39476728050,19827695
SeismogramSynthesis,4639716,4641989460
PeakValCalcOkaya,0,3133664
SeismogramSynthesis,4494966,4662717924
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3311394,3313016583
PeakValCalcOkaya,0,3099200
SeismogramSynthesis,5399991,5402636995
PeakValCalcOkaya,0,3131651
SeismogramSynthesis,2971547,2973003058
PeakValCalcOkaya,0,3104739
SeismogramSynthesis,5013484,5045863632
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2941707,3054198035
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3297495,3299110772
PeakValCalcOkaya,0,3096176
SeismogramSynthesis,3564324,3661619134
PeakValCalcOkaya,0,3122844
SeismogramSynthesis,2287492,2363150014
PeakValCalcOkaya,0,3142376
SeismogramSynthesis,4700256,4537383492
PeakValCalcOkaya,0,3078732
SeismogramSynthesis,3631790,3470991521
PeakValCalcOkaya,0,3096905
SeismogramSynthesis,5038545,4986202819
PeakValCalcOkaya,0,3086665
SeismogramSynthesis,3083337,3172354801
PeakValCalcOkaya,0,3087737
SeismogramSynthesis,3271246,3272848910
PeakValCalcOkaya,0,3127861
SeismogramSynthesis,4050602,4046046564
PeakValCalcOkaya,0,3081189
SeismogramSynthesis,5368322,5519696108
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4742887,4674812176
PeakValCalcOkaya,0,3098575
SeismogramSynthesis,4158265,4160302549
PeakValCalcOkaya,0,3114966
SeismogramSynthesis,4964937,5007739061
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,1878161,1879081298
PeakValCalcOkaya,0,3105543
SeismogramSynthesis,4528454,4445284800
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2195813,2082009946
PeakValCalcOkaya,0,3096652
SeismogramSynthesis,5301634,5304231800
PeakValCalcOkaya,0,3127932
SeismogramSynthesis,1915807,1916745745
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3019846,2994754198
PeakValCalcOkaya,0,3080014
SeismogramSynthesis,3224912,3226492206
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4112430,4114445090
PeakValCalcOkaya,0,3101986
SeismogramSynthesis,3034059,2966516802
PeakValCalcOkaya,0,3142319
SeismogramSynthesis,3528786,3443729226
PeakValCalcOkaya,0,3101249
SeismogramSynthesis,5552628,5415757872
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,5345373,5301271347
PeakValCalcOkaya,0,3087084
SeismogramSynthesis,3734555,3736384931
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2395344,2251849892
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4439880,4587630186
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4969606,4832933157
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4710937,4828152685
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2837748,2989902802
PeakValCalcOkaya,0,3081229
SeismogramSynthesis,4146741,4148772903
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2371120,2499946700
PeakValCalcOkaya,0,3127192
SeismogramSynthesis,2954810,2956257856
PeakValCalcOkaya,0,3115930
SeismogramSynthesis,3308571,3310192199
PeakValCalcOkaya,0,3077739
SeismogramSynthesis,1983953,1984539249
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3757309,3709807909
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4110444,4232985020
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4291774,4435112398
PeakValCalcOkaya,0,3142583
SeismogramSynthesis,3040592,2996667442
PeakValCalcOkaya,0,3123310
SeismogramSynthesis,4600677,4611162068
PeakValCalcOkaya,0,3116939
SeismogramSynthesis,4443530,4445707329
PeakValCalcOkaya,0,3109270
SeismogramSynthesis,3485844,3403183691
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3611606,3613375686
PeakValCalcOkaya,0,3133831
SeismogramSynthesis,4002977,4055254483
PeakValCalcOkaya,0,3127309
SeismogramSynthesis,3604043,3556523829
PeakValCalcOkaya,0,3115879
SeismogramSynthesis,4712927,4715236334
PeakValCalcOkaya,0,3107742
ExtractSGT,39658002436,22097511
SeismogramSynthesis,2344128,2282384703
PeakValCalcOkaya,0,3113145
SeismogramSynthesis,3830870,3870288763
PeakValCalcOkaya,0,3084992
SeismogramSynthesis,3509557,3565884380
PeakValCalcOkaya,0,3095269
SeismogramSynthesis,3239308,3322889219
PeakValCalcOkaya,0,3088342
SeismogramSynthesis,3498123,3355292413
PeakValCalcOkaya,0,3138092
SeismogramSynthesis,4193633,4219463793
PeakValCalcOkaya,0,3135777
SeismogramSynthesis,4260134,4262221465
PeakValCalcOkaya,0,3110436
SeismogramSynthesis,4210950,4213013365
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,5368255,5503766789
PeakValCalcOkaya,0,3108012
SeismogramSynthesis,5103742,5028182935
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,5207277,5236357908
PeakValCalcOkaya,0,3118290
SeismogramSynthesis,4261282,4210837797
PeakValCalcOkaya,0,3103747
SeismogramSynthesis,5349687,5352308346
PeakValCalcOkaya,0,3133079
SeismogramSynthesis,4440514,4442689851
PeakValCalcOkaya,0,3075625
SeismogramSynthesis,4736938,4732380922
PeakValCalcOkaya,0,3116084
SeismogramSynthesis,5078086,5226103227
PeakValCalcOkaya,0,3121470
SeismogramSynthesis,3385998,3387657139
PeakValCalcOkaya,0,3085356
SeismogramSynthesis,3788249,3790105242
PeakValCalcOkaya,0,3126638
SeismogramSynthesis,3587798,3438704749
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2638918,2548729695
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2086437,2087459354
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2334730,2171558755
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,5133841,5142893720
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3511119,3512839448
PeakValCalcOkaya,0,3115523
SeismogramSynthesis,2796829,2816050984
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3363652,3376181282
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3340615,3303036299
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4963295,4948784977
PeakValCalcOkaya,0,3099684
SeismogramSynthesis,4025910,3937047092
PeakValCalcOkaya,0,3129255
SeismogramSynthesis,4887753,4890147998
PeakValCalcOkaya,0,3104203
SeismogramSynthesis,4536499,4538721884
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3749104,3889733828
PeakValCalcOkaya,0,3088983
SeismogramSynthesis,4047395,3976303939
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2667068,2545122848
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2448276,2536454100
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2045708,2046710396
PeakValCalcOkaya,0,3099887
SeismogramSynthesis,4596844,4499861451
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2093492,2039505176
PeakValCalcOkaya,0,3089990
SeismogramSynthesis,4094090,4242148810
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4115434,4117450562
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4786943,4889622942
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4814490,4835781845
PeakValCalcOkaya,0,3115612
SeismogramSynthesis,3068098,3086249708
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4602510,4604765229
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4947400,5099642667
PeakValCalcOkaya,0,3082043
SeismogramSynthesis,3274506,3276110507
PeakValCalcOkaya,0,3131156
SeismogramSynthesis,2517033,2518266346
PeakValCalcOkaya,0,3118774
SeismogramSynthesis,3527560,3401629325
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3057974,3204290569
PeakValCalcOkaya,0,3096675
SeismogramSynthesis,2610242,2536731186
PeakValCalcOkaya,0,3089288
SeismogramSynthesis,3600457,3684605974
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2275660,2140692895
PeakValCalcOkaya,0,3115282
SeismogramSynthesis,3497378,3499091715
PeakValCalcOkaya,0,3090914
SeismogramSynthesis,3490466,3492176328
PeakValCalcOkaya,0,3085800
ExtractSGT,40228082986,22855375
SeismogramSynthesis,4685039,4743850496
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3842018,4009612048
PeakValCalcOkaya,0,3075553
SeismogramSynthesis,3960244,4046279505
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2999489,2942233850
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4228615,4127157521
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3290551,3286414449
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4765523,4789009831
PeakValCalcOkaya,0,3109304
SeismogramSynthesis,3386223,3335193018
PeakValCalcOkaya,0,3123195
SeismogramSynthesis,5508219,5591023424
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4204430,4324310531
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3181236,3128822170
PeakValCalcOkaya,0,3092202
SeismogramSynthesis,3313812,3278778712
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4289125,4173444918
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2567268,2725577740
PeakValCalcOkaya,0,3093117
SeismogramSynthesis,2982998,2984459669
PeakValCalcOkaya,0,3084949
SeismogramSynthesis,5550418,5660743523
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3117287,3026729838
PeakValCalcOkaya,0,3108926
SeismogramSynthesis,2860572,2861973680
PeakValCalcOkaya,0,3115599
SeismogramSynthesis,4523821,4685115162
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3370303,3335356556
PeakValCalcOkaya,0,3102912
SeismogramSynthesis,3311227,3403204990
PeakValCalcOkaya,0,3105681
SeismogramSynthesis,4373128,4375270832
PeakValCalcOkaya,0,3112732
SeismogramSynthesis,3902395,4027168817
PeakValCalcOkaya,0,3120230
SeismogramSynthesis,2153942,2002403165
PeakValCalcOkaya,0,3137054
SeismogramSynthesis,2352343,2353495648
PeakValCalcOkaya,0,3141803
SeismogramSynthesis,4622003,4598733339
PeakValCalcOkaya,0,3080973
SeismogramSynthesis,4213122,4066814353
PeakValCalcOkaya,0,3111814
SeismogramSynthesis,3367217,3278635268
PeakValCalcOkaya,0,3129017
SeismogramSynthesis,2009122,2010106469
PeakValCalcOkaya,0,3095341
SeismogramSynthesis,4770196,4671033058
PeakValCalcOkaya,0,3100569
SeismogramSynthesis,2169827,2152331689
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4574479,4630513092
PeakValCalcOkaya,0,3086934
SeismogramSynthesis,5468300,5328240628
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3210986,3159359881
PeakValCalcOkaya,0,3087591
SeismogramSynthesis,4241507,4163475960
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,5282677,5285265511
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,5430412,5433072901
PeakValCalcOkaya,0,3088071
SeismogramSynthesis,5208870,5211422346
PeakValCalcOkaya,0,3114980
SeismogramSynthesis,4647885,4650162463
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,5287998,5290589119
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2218980,2115825136
PeakValCalcOkaya,0,3109631
SeismogramSynthesis,2207346,2254727159
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4365646,4367785166
PeakValCalcOkaya,0,3084620
SeismogramSynthesis,3767320,3769165986
PeakValCalcOkaya,0,3112917
SeismogramSynthesis,3823451,3726686394
PeakValCalcOkaya,0,3132753
SeismogramSynthesis,2344141,2345289629
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,5384855,5387493578
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,1976906,1977874683
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4058646,4017571934
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,1987073,1895480774
PeakValCalcOkaya,0,3130994
SeismogramSynthesis,2271294,2193024663
PeakValCalcOkaya,0,3104710
SeismogramSynthesis,1869405,1870321008
PeakValCalcOkaya,0,3140874
SeismogramSynthesis,4402881,4405038411
PeakValCalcOkaya,0,3124992
SeismogramSynthesis,4404898,4271945803
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,1891162,1951482329
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3174433,3308316032
PeakValCalcOkaya,0,3105146
ExtractSGT,39716324868,20640000
SeismogramSynthesis,3707109,3708925483
PeakValCalcOkaya,0,3095205
SeismogramSynthesis,4105251,4046766112
PeakValCalcOkaya,0,3137137
SeismogramSynthesis,2234959,2145708598
PeakValCalcOkaya,0,3125280
SeismogramSynthesis,5495904,5498596992
PeakValCalcOkaya,0,3137059
SeismogramSynthesis,2773322,2774680927
PeakValCalcOkaya,0,3081571
SeismogramSynthesis,3694890,3696700496
PeakValCalcOkaya,0,3116880
SeismogramSynthesis,1959076,2029509227
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4443500,4595613945
PeakValCalcOkaya,0,3095250
SeismogramSynthesis,2056040,2057047459
PeakValCalcOkaya,0,3128399
SeismogramSynthesis,3674705,3733750863
PeakValCalcOkaya,0,3098313
SeismogramSynthesis,5208177,5302037020
PeakValCalcOkaya,0,3078652
SeismogramSynthesis,2268055,2269166346
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4699762,4702064883
PeakValCalcOkaya,0,3083724
SeismogramSynthesis,3695071,3728392465
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4546113,4387536233
PeakValCalcOkaya,0,3093926
SeismogramSynthesis,1902072,1780447436
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2085159,2086180727
PeakValCalcOkaya,0,3092048
SeismogramSynthesis,5228228,5230789831
PeakValCalcOkaya,0,3083905
SeismogramSynthesis,4237238,4156924132
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,5348417,5354728351
PeakValCalcOkaya,0,3141991
SeismogramSynthesis,4530732,4377723180
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2554161,2555412538
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3630174,3490857454
PeakValCalcOkaya,0,3132718
SeismogramSynthesis,4245788,4390737040
PeakValCalcOkaya,0,3081342
SeismogramSynthesis,5459342,5462017077
PeakValCalcOkaya,0,3082062
SeismogramSynthesis,2879728,2785888113
PeakValCalcOkaya,0,3119857
SeismogramSynthesis,4619490,4783276666
PeakValCalcOkaya,0,3114248
SeismogramSynthesis,4368659,4370799642
PeakValCalcOkaya,0,3092468
SeismogramSynthesis,3365754,3386256289
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3071156,3111212412
PeakValCalcOkaya,0,3103004
SeismogramSynthesis,2925248,3052678408
PeakValCalcOkaya,0,3128814
SeismogramSynthesis,5037366,5039834309
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2891337,2966283155
PeakValCalcOkaya,0,3114812
SeismogramSynthesis,1985933,2065743642
PeakValCalcOkaya,0,3128759
SeismogramSynthesis,3792937,3691509103
PeakValCalcOkaya,0,3115310
SeismogramSynthesis,4965811,4968244247
PeakValCalcOkaya,0,3094618
SeismogramSynthesis,2474915,2579674629
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2029024,2030018221
PeakValCalcOkaya,0,3132119
SeismogramSynthesis,3885841,3887745062
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,1962572,1969512780
PeakValCalcOkaya,0,3114123
SeismogramSynthesis,3147213,3148755134
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4918753,5083614241
PeakValCalcOkaya,0,3085906
SeismogramSynthesis,4732494,4689108747
PeakValCalcOkaya,0,3121806
SeismogramSynthesis,2019686,2187546234
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4095742,4237068589
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3940195,3942125695
PeakValCalcOkaya,0,3133083
SeismogramSynthesis,2781286,2925025134
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4665085,4737027388
PeakValCalcOkaya,0,3113585
SeismogramSynthesis,5549448,5552167229
PeakValCalcOkaya,0,3088075
SeismogramSynthesis,3357853,3359498347
PeakValCalcOkaya,0,3094930
SeismogramSynthesis,2742358,2581166633
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3486826,3634064686
PeakValCalcOkaya,0,3136002
SeismogramSynthesis,4073604,3991860325
PeakValCalcOkaya,0,3134185
SeismogramSynthesis,5115159,5114626597
PeakValCalcOkaya,0,3102520
SeismogramSynthesis,1999554,2000533781
PeakValCalcOkaya,0,3122972
SeismogramSynthesis,5243488,5246057309
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,5054508,5159554509
PeakValCalcOkaya,0,3085813
SeismogramSynthesis,4185092,4187142695
PeakValCalcOkaya,0,3121127
ExtractSGT,40014932628,22416291
SeismogramSynthesis,4757418,4759749134
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2028795,1933300026
PeakValCalcOkaya,0,3115936
SeismogramSynthesis,3825064,3885858191
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3914502,3860740232
PeakValCalcOkaya,0,3124149
SeismogramSynthesis,4363063,4378561877
PeakValCalcOkaya,0,3085812
SeismogramSynthesis,3710918,3696059717
PeakValCalcOkaya,0,3122960
SeismogramSynthesis,2134636,2300013445
PeakValCalcOkaya,0,3099664
SeismogramSynthesis,4806936,4751529379
PeakValCalcOkaya,0,3117824
SeismogramSynthesis,5351970,5372202493
PeakValCalcOkaya,0,3097829
SeismogramSynthesis,3410868,3412539325
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2295989,2297114034
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4576911,4661270003
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2494413,2392737720
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2967658,2869106555
PeakValCalcOkaya,0,3127453
SeismogramSynthesis,2742642,2641660627
PeakValCalcOkaya,0,3087298
SeismogramSynthesis,5491946,5429391953
PeakValCalcOkaya,0,3126878
SeismogramSynthesis,2618319,2541582519
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4727816,4590474866
PeakValCalcOkaya,0,3119339
SeismogramSynthesis,2222445,2265710461
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4797352,4667843482
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3505978,3400333562
PeakValCalcOkaya,0,3128318
SeismogramSynthesis,3899694,3759008899
PeakValCalcOkaya,0,3124662
SeismogramSynthesis,3366181,3428549311
PeakValCalcOkaya,0,3140974
SeismogramSynthesis,2056787,2048903203
PeakValCalcOkaya,0,3090470
SeismogramSynthesis,4673618,4783563679
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2500775,2353171868
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3104552,3106073230
PeakValCalcOkaya,0,3104619
SeismogramSynthesis,3840760,3974155045
PeakValCalcOkaya,0,3124561
SeismogramSynthesis,4623506,4625771517
PeakValCalcOkaya,0,3121231
SeismogramSynthesis,1967552,2085893354
PeakValCalcOkaya,0,3137597
SeismogramSynthesis,2812385,2885951296
PeakValCalcOkaya,0,3086255
SeismogramSynthesis,4868387,4813458302
PeakValCalcOkaya,0,3105195
SeismogramSynthesis,3894489,3755229301
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3828150,3830025793
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,5540330,5543044761
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3835368,3837247330
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2118556,1999845262
PeakValCalcOkaya,0,3141895
SeismogramSynthesis,2762544,2777375811
PeakValCalcOkaya,0,3141831
SeismogramSynthesis,3353129,3442526341
PeakValCalcOkaya,0,3077768
SeismogramSynthesis,2155182,2156238039
PeakValCalcOkaya,0,3091993
SeismogramSynthesis,3395853,3477131978
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2859517,2860918163
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3452266,3417402935
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2196728,2197804396
PeakValCalcOkaya,0,3113851
SeismogramSynthesis,4522310,4529890550
PeakValCalcOkaya,0,3083236
SeismogramSynthesis,5474449,5624849005
PeakValCalcOkaya,0,3130863
SeismogramSynthesis,2621187,2755016315
PeakValCalcOkaya,0,3123624
SeismogramSynthesis,3486000,3487708140
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2766772,2688866789
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4087837,4089840040
PeakValCalcOkaya,0,3113400
SeismogramSynthesis,3706364,3789521453
PeakValCalcOkaya,0,3130091
SeismogramSynthesis,4309786,4251435896
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4611936,4567593745
PeakValCalcOkaya,0,3075873
SeismogramSynthesis,2184314,2230904218
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2320392,2268010532
PeakValCalcOkaya,0,3110000
